Serial_Number;Shift;PCB_Mainboard_Supplier;PCB_Batch_ID;LCD_Panel_Supplier;LCD_Batch_ID;Cable_Harness_Supplier;Cable_Batch_ID;Battery_Pack_Supplier;Housing_Case_Supplier;Thermal_Paste_Type;Ambient_Temp_C;Relative_Humidity;Air_Pressure_hPa;Particulate_PM2.5;Particulate_PM10;Screw_Torque_Nm;Screw_Count_OK;Glue_Dispense_Weight_mg;Housing_Gap_Check_mm;Soldering_Station_ID;Soldering_Temp_Set_C;Soldering_Temp_Real_C;Soldering_Time_s;Soldering_Tip_Age_Cycles;Flux_Usage_mg;Smoke_Extractor_Flow_m3h;Boot_Time_s;Standby_Current_mA;Max_Load_Current_A;Battery_Charge_Rate_A;Screen_Brightness_Nits;Dead_Pixel_Count;Touch_Response_ms;WiFi_Signal_dBm;Audio_Output_dB;Probe_Connector_Impedance_Ohm;Internal_QC_Status;Warranty_Claim;Claim_Type;Repair_Cost_USD;Firmware_Version
SN-2024-0595;Morning;Nvidia;PCB-N-2024-X;Samsung;LCD-S-913;WireTech;CBL-2024-851;LG Chem;Plast-Pro;Arctic-5;25.2;36.2;994;14.7;35.6;0.98;12;175.2;0.11;Sold_02;250;252.4;3.6;313;12.8;53.9;12.57;44.8;2.14;1.05;359;0;7.92;-50.7;72.2;49.68;Pass;No;;0.0;v2.1
SN-2025-0403;Morning;AMD;PCB-A-2024-X;LG;LCD-L-653;Cables-X;CBL-2024-209;LG Chem;MoldMaster;CoolM-2;21.6;60.7;992;15.7;29.4;0.87;12;183.2;0.07;Sold_02;250;248.8;6.19;2036;11.9;54.1;12.3;49.8;2.16;1.01;437;0;9.25;-54.3;72.8;49.69;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2024-0285;Afternoon;Intel;PCB-I-2024-Y;Sharp;LCD-S-768;FlexConnect;CBL-2023-861;LG Chem;Plast-Pro;CoolM-2;25.2;57.3;1019;21.2;13.7;1.18;12;168.4;0.153;Sold_01;250;248.4;4.27;2199;12.0;51.2;13.43;44.3;2.22;1.07;376;0;9.55;-53.4;75.0;50.0;Rework;No;;0.0;v2.2
SN-2023-0628;Morning;AMD;PCB-A-2023-Y;Sharp;LCD-S-910;WireTech;CBL-2022-430;LG Chem;MoldMaster;CoolM-2;25.3;58.1;1030;9.6;26.2;1.05;12;160.8;0.056;Sold_01;250;250.9;2.96;4772;10.2;48.2;13.45;42.8;2.33;1.07;380;0;9.42;-53.6;74.0;49.83;Pass;No;;0.0;v2.2
SN-2023-0633;Afternoon;Nvidia;PCB-N-2022-B;Sharp;LCD-S-215;FlexConnect;CBL-2022-485;Panasonic;MoldMaster;Arctic-5;24.2;61.0;1020;15.7;12.2;1.03;12;153.3;0.181;Sold_01;250;254.0;4.6;1750;14.4;54.0;12.95;46.9;2.23;1.09;409;0;5.32;-45.5;70.8;49.56;Pass;No;;0.0;v2.1
SN-2024-0619;Morning;Intel;PCB-I-2024-X;Samsung;LCD-S-320;WireTech;CBL-2023-136;Panasonic;Plast-Pro;Arctic-5;22.1;50.4;996;6.8;18.6;0.9;12;168.4;0.197;Sold_02;250;251.3;3.71;185;13.6;46.8;14.99;41.2;2.11;1.01;431;2;7.32;-41.0;74.8;49.93;Pass;No;;0.0;v2.2
SN-2025-0035;Afternoon;Intel;PCB-I-2025-A;LG;LCD-L-148;FlexConnect;CBL-2024-248;Panasonic;MoldMaster;CoolM-2;23.4;64.4;1004;10.4;34.8;1.04;12;179.9;0.198;Sold_01;250;251.0;3.59;2000;10.3;51.1;12.27;56.6;2.37;1.1;397;0;5.3;-48.4;70.5;49.6;Pass;No;;0.0;v2.1
SN-2025-0043;Afternoon;Intel;PCB-I-2024-X;LG;LCD-L-217;FlexConnect;CBL-2025-690;LG Chem;MoldMaster;Arctic-5;23.5;56.6;1026;21.5;27.2;0.93;12;154.4;0.102;Sold_01;250;252.1;4.07;2475;13.3;53.8;14.92;42.5;2.19;1.02;391;0;7.36;-52.6;72.7;49.69;Pass;No;;0.0;v2.1
SN-2024-0561;Afternoon;Intel;PCB-I-2023-A;LG;LCD-L-839;FlexConnect;CBL-2024-410;Panasonic;MoldMaster;CoolM-2;25.5;59.2;1010;17.8;15.8;1.05;12;174.2;0.121;Sold_01;250;250.5;3.5;2856;14.9;46.8;14.97;45.2;2.21;1.01;391;0;8.83;-40.6;72.0;49.96;Pass;No;;0.0;v2.1
SN-2025-0615;Afternoon;Intel;PCB-I-2024-A;Samsung;LCD-S-647;WireTech;CBL-2024-122;LG Chem;MoldMaster;CoolM-2;25.0;62.8;992;14.6;14.2;0.94;12;153.1;0.197;Sold_02;250;254.7;4.12;4506;14.9;48.3;12.87;48.0;2.16;1.02;361;0;6.68;-50.7;72.8;50.4;Pass;No;;0.0;v2.1
SN-2024-0567;Morning;Nvidia;PCB-N-2024-X;Sharp;LCD-S-129;WireTech;CBL-2023-450;LG Chem;Plast-Pro;Arctic-5;24.2;56.2;1015;14.3;38.6;1.14;12;158.8;0.17;Sold_01;250;253.4;4.34;901;11.4;48.7;14.57;58.0;2.35;1.03;364;1;9.5;-42.2;73.3;50.17;Pass;No;;0.0;v2.2
SN-2025-0131;Afternoon;Intel;PCB-I-2025-A;Sharp;LCD-S-145;WireTech;CBL-2024-290;LG Chem;MoldMaster;Arctic-5;25.4;36.6;993;13.8;11.3;0.84;12;173.7;0.055;Sold_01;250;252.8;3.89;3999;11.7;45.3;13.61;43.4;2.25;1.05;440;0;8.33;-45.8;74.1;50.16;Pass;No;;0.0;v2.1
SN-2025-0006;Morning;Intel;PCB-I-2025-B;Samsung;LCD-S-892;WireTech;CBL-2024-309;LG Chem;MoldMaster;CoolM-2;24.5;59.4;994;6.2;39.4;1.13;12;175.6;0.053;Sold_02;250;250.7;3.36;3541;14.3;49.5;13.86;43.4;2.38;1.01;353;0;5.7;-44.1;70.1;49.75;Pass;No;;0.0;v2.2
SN-2025-0164;Afternoon;AMD;PCB-A-2024-X;Samsung;LCD-S-633;FlexConnect;CBL-2025-669;Panasonic;MoldMaster;Arctic-5;23.7;47.5;1005;21.6;37.9;0.93;12;195.6;0.083;Sold_02;250;248.4;4.72;2507;10.1;48.6;13.12;40.3;2.26;1.07;357;0;8.81;-49.1;73.9;49.62;Pass;No;;0.0;v2.2
SN-2025-0298;Afternoon;Intel;PCB-I-2024-A;Sharp;LCD-S-532;Cables-X;CBL-2024-921;Panasonic;Plast-Pro;CoolM-2;21.7;42.8;1015;23.6;35.3;1.03;12;189.2;0.163;Sold_02;250;251.0;3.93;4097;11.3;50.6;14.23;47.0;2.35;1.03;409;0;7.67;-40.1;74.9;50.38;Pass;No;;0.0;v2.1
SN-2024-0667;Morning;Intel;PCB-I-2024-X;Sharp;LCD-S-265;Cables-X;CBL-2024-701;Panasonic;MoldMaster;Arctic-5;23.5;44.9;1028;15.9;24.2;1.13;12;163.1;0.141;Sold_02;250;250.4;3.24;1702;13.4;52.8;14.05;47.1;2.4;1.04;351;0;7.76;-45.9;73.3;50.05;Pass;No;;0.0;v2.2
SN-2025-0588;Afternoon;Intel;PCB-I-2025-X;Sharp;LCD-S-867;FlexConnect;CBL-2024-993;LG Chem;Plast-Pro;Arctic-5;24.6;44.0;995;17.8;35.8;1.19;12;180.6;0.154;Sold_02;250;249.7;2.94;4760;12.1;49.1;12.54;53.9;2.15;1.02;443;1;5.01;-56.6;71.1;50.0;Pass;No;;0.0;v2.2
SN-2025-0563;Morning;AMD;PCB-A-2024-A;LG;LCD-L-202;WireTech;CBL-2025-124;LG Chem;Plast-Pro;CoolM-2;25.9;48.2;1013;17.2;19.2;0.97;12;168.0;0.158;Sold_02;250;249.1;3.2;3270;11.4;51.9;12.49;44.0;2.39;1.05;430;0;7.88;-58.8;74.9;49.85;Rework;No;;0.0;v2.1
SN-2025-0278;Afternoon;Intel;PCB-I-2024-Y;Samsung;LCD-S-393;Cables-X;CBL-2025-539;Panasonic;MoldMaster;CoolM-2;23.6;56.4;1007;16.2;25.6;0.91;12;186.3;0.148;Sold_01;250;248.6;3.15;365;10.1;53.9;14.61;43.9;2.26;1.05;420;2;7.24;-55.0;70.8;49.72;Pass;No;;0.0;v2.2
SN-2025-0510;Morning;AMD;PCB-A-2024-A;Samsung;LCD-S-128;WireTech;CBL-2025-916;Panasonic;MoldMaster;Arctic-5;21.2;55.0;1011;19.5;25.8;1.05;12;163.3;0.129;Sold_01;250;252.3;3.11;1734;10.9;52.9;12.66;44.4;2.16;1.01;370;0;8.35;-50.7;71.3;50.29;Pass;No;;0.0;v2.1
SN-2024-0108;Morning;Intel;PCB-I-2023-Y;Samsung;LCD-S-411;WireTech;CBL-2023-734;Panasonic;MoldMaster;CoolM-2;23.8;56.2;1024;8.9;17.7;0.88;12;185.0;0.161;Sold_02;250;249.6;2.96;1197;13.1;53.7;13.31;50.0;2.27;1.09;431;0;9.5;-45.6;70.6;49.77;Pass;No;;0.0;v2.1
SN-2023-0646;Morning;Nvidia;PCB-N-2023-B;Samsung;LCD-S-431;WireTech;CBL-2022-934;LG Chem;Plast-Pro;CoolM-2;25.1;54.3;1018;20.5;10.9;1.18;12;186.3;0.145;Sold_02;250;254.5;3.86;3372;12.4;46.7;14.15;51.5;2.27;1.09;447;0;6.44;-58.1;74.6;50.11;Pass;No;;0.0;v2.1
SN-2024-0325;Afternoon;Nvidia;PCB-N-2023-A;LG;LCD-L-902;WireTech;CBL-2024-834;Panasonic;Plast-Pro;Arctic-5;24.6;64.7;1017;11.4;24.8;1.2;12;184.7;0.192;Sold_01;250;252.3;3.66;2651;14.4;48.0;14.47;46.2;2.17;1.02;432;0;6.42;-53.4;73.9;50.17;Pass;No;;0.0;v2.2
SN-2025-0500;Morning;Intel;PCB-I-2025-X;Sharp;LCD-S-896;FlexConnect;CBL-2025-140;LG Chem;Plast-Pro;Arctic-5;22.0;64.8;1007;15.8;17.4;0.86;12;153.9;0.198;Sold_01;250;248.9;3.1;1666;13.7;49.4;12.17;51.0;2.4;1.05;435;2;8.25;-47.2;74.8;49.76;Rework;No;;0.0;v2.1
SN-2023-0557;Afternoon;Intel;PCB-I-2023-Y;Sharp;LCD-S-433;WireTech;CBL-2023-044;LG Chem;MoldMaster;CoolM-2;25.8;58.1;1003;11.3;27.5;1.05;12;179.5;0.078;Sold_01;250;253.1;4.06;4999;13.7;45.7;14.85;46.4;2.13;1.04;434;0;8.84;-46.9;70.3;49.68;Pass;No;;0.0;v2.1
SN-2023-0682;Afternoon;Nvidia;PCB-N-2023-C;Samsung;LCD-S-789;Cables-X;CBL-2023-653;LG Chem;MoldMaster;CoolM-2;25.7;62.3;1005;13.9;33.2;0.83;12;172.1;0.172;Sold_02;250;249.0;2.85;72;13.4;53.2;12.16;56.6;2.21;1.07;371;0;9.67;-57.4;71.3;49.83;Pass;No;;0.0;v2.2
SN-2023-0578;Morning;Intel;PCB-I-2022-A;LG;LCD-L-917;Cables-X;CBL-2023-281;Panasonic;MoldMaster;CoolM-2;25.1;40.3;1007;19.3;25.6;1.17;12;198.6;0.116;Sold_02;250;254.4;3.5;2861;14.5;50.1;13.61;42.7;2.13;1.05;401;0;9.89;-41.7;73.7;50.49;Pass;No;;0.0;v2.1
SN-2024-0422;Afternoon;AMD;PCB-A-2023-A;Samsung;LCD-S-957;Cables-X;CBL-2024-069;Panasonic;MoldMaster;CoolM-2;23.1;60.4;996;20.3;29.3;1.14;12;174.8;0.145;Sold_01;250;251.6;6.09;3150;12.2;51.6;12.67;57.1;2.35;1.04;369;0;9.55;-51.9;71.2;49.93;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0579;Afternoon;Intel;PCB-I-2024-A;Sharp;LCD-S-145;WireTech;CBL-2024-290;LG Chem;MoldMaster;Arctic-5;25.4;36.6;993;13.8;11.3;0.84;12;173.7;0.055;Sold_01;250;252.8;3.89;3999;11.7;45.3;13.61;43.4;2.25;1.05;440;0;8.33;-45.8;74.1;50.16;Pass;No;;0.0;v2.1
SN-2025-0357;Morning;Nvidia;PCB-N-2024-X;Sharp;LCD-S-129;WireTech;CBL-2025-450;LG Chem;Plast-Pro;Arctic-5;24.2;56.2;1015;14.3;38.6;1.14;12;158.8;0.17;Sold_01;250;253.4;4.34;901;11.4;48.7;14.57;58.0;2.35;1.03;364;1;9.5;-42.2;73.3;50.17;Pass;No;;0.0;v2.2
SN-2024-0496;Afternoon;Intel;PCB-I-2024-C;Sharp;LCD-S-603;WireTech;CBL-2023-300;LG Chem;Plast-Pro;CoolM-2;24.0;46.0;1015;12.1;34.7;1.1;12;179.8;0.083;Sold_01;250;252.6;2.89;3012;11.0;49.4;14.78;48.2;2.39;1.1;381;0;9.65;-53.9;71.3;49.76;Pass;No;;0.0;v2.2
SN-2023-0525;Afternoon;AMD;PCB-A-2022-Y;Samsung;LCD-S-493;FlexConnect;CBL-2023-695;LG Chem;MoldMaster;Arctic-5;25.0;45.5;1014;19.6;31.8;1.04;12;154.9;0.066;Sold_01;250;251.0;3.91;4231;12.3;50.5;12.67;58.3;2.38;1.03;404;0;7.47;-55.5;72.0;49.94;Pass;No;;0.0;v2.2
SN-2024-0372;Morning;AMD;PCB-A-2023-Y;LG;LCD-L-610;Cables-X;CBL-2024-849;Panasonic;MoldMaster;CoolM-2;22.2;39.0;999;24.2;13.4;1.18;12;190.8;0.095;Sold_02;250;249.9;6.23;675;14.6;49.3;14.7;57.6;2.24;1.03;351;0;8.45;-50.8;74.2;50.11;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0541;Morning;Nvidia;PCB-N-2022-X;LG;LCD-L-249;FlexConnect;CBL-2023-532;LG Chem;Plast-Pro;CoolM-2;22.2;60.1;1003;22.6;32.8;1.16;12;176.5;0.13;Sold_02;250;250.2;4.52;4120;10.9;54.2;12.6;55.6;2.12;1.01;435;0;6.45;-53.5;71.9;50.44;Pass;No;;0.0;v2.1
SN-2024-0507;Afternoon;Nvidia;PCB-N-2024-B;Sharp;LCD-S-843;Cables-X;CBL-2024-548;Panasonic;Plast-Pro;CoolM-2;23.0;46.0;998;11.8;32.4;0.94;12;160.1;0.168;Sold_01;250;254.8;3.08;686;13.4;52.1;13.32;49.5;2.39;1.06;423;1;5.03;-44.7;70.4;49.85;Pass;No;;0.0;v2.1
SN-2025-0313;Morning;Nvidia;PCB-N-2025-A;LG;LCD-L-155;Cables-X;CBL-2024-673;Panasonic;MoldMaster;Arctic-5;24.1;49.5;1006;12.3;38.8;0.97;12;159.4;0.2;Sold_01;250;253.0;2.93;3583;13.5;50.8;12.01;58.5;2.39;1.1;377;0;5.53;-59.4;72.3;50.35;Pass;No;;0.0;v2.1
SN-2024-0061;Morning;AMD;PCB-A-2024-A;Samsung;LCD-S-621;WireTech;CBL-2023-480;LG Chem;MoldMaster;CoolM-2;24.2;62.9;1028;14.6;20.8;1.11;12;184.6;0.184;Sold_02;250;254.3;4.5;4820;11.8;48.7;14.53;52.9;2.37;1.08;399;0;7.62;-54.8;70.3;50.2;Rework;No;;0.0;v2.1
SN-2025-0513;Morning;Intel;PCB-I-2024-Y;LG;LCD-L-191;FlexConnect;CBL-2025-968;LG Chem;MoldMaster;CoolM-2;22.6;40.8;1029;9.5;33.2;1.13;12;163.1;0.186;Sold_01;250;252.4;3.49;4637;11.4;52.8;13.48;56.1;2.16;1.01;363;0;7.91;-44.4;70.1;49.63;Pass;No;;0.0;v2.2
SN-2025-0065;Morning;Intel;PCB-I-2024-Y;Samsung;LCD-S-411;WireTech;CBL-2025-734;Panasonic;MoldMaster;CoolM-2;23.8;56.2;1024;8.9;17.7;0.88;12;185.0;0.161;Sold_02;250;249.6;2.96;1197;13.1;53.7;13.31;50.0;2.27;1.09;431;0;9.5;-45.6;70.6;49.77;Pass;No;;0.0;v2.1
SN-2023-0485;Morning;AMD;PCB-A-2023-A;LG;LCD-L-819;Cables-X;CBL-2022-873;LG Chem;MoldMaster;CoolM-2;23.9;48.0;996;21.7;36.4;0.89;12;154.7;0.137;Sold_01;250;251.3;3.79;1819;14.6;46.6;12.85;49.5;2.18;1.09;360;0;9.37;-51.8;70.6;49.97;Pass;No;;0.0;v2.2
SN-2025-0392;Afternoon;AMD;PCB-A-2024-A;LG;LCD-L-698;WireTech;CBL-2025-902;LG Chem;Plast-Pro;Arctic-5;21.6;55.5;1016;9.4;33.3;0.98;12;192.6;0.074;Sold_02;250;250.1;2.64;1412;12.2;46.9;13.32;59.5;2.21;1.03;381;2;6.59;-48.2;74.1;50.0;Pass;No;;0.0;v2.2
SN-2023-0096;Afternoon;Intel;PCB-I-2022-C;Sharp;LCD-S-532;WireTech;CBL-2023-479;LG Chem;Plast-Pro;Arctic-5;23.7;48.8;1020;11.4;35.8;0.98;12;151.1;0.164;Sold_01;250;254.8;2.97;4001;10.6;46.2;12.94;55.4;2.16;1.09;356;0;7.03;-42.5;72.5;50.07;Pass;No;;0.0;v2.2
SN-2024-0333;Morning;Intel;PCB-I-2023-X;LG;LCD-L-322;Cables-X;CBL-2024-170;LG Chem;Plast-Pro;CoolM-2;21.6;48.8;1029;6.1;30.4;0.83;12;183.8;0.057;Sold_02;250;253.5;3.0;349;14.0;46.8;14.75;55.2;2.21;1.04;403;0;8.26;-55.2;74.9;50.11;Pass;No;;0.0;v2.2
SN-2023-0564;Afternoon;Intel;PCB-I-2023-X;Sharp;LCD-S-494;WireTech;CBL-2022-288;Panasonic;MoldMaster;CoolM-2;25.8;55.8;1027;16.9;11.8;0.95;12;169.5;0.084;Sold_01;250;252.5;4.36;4075;10.1;49.8;13.68;55.1;2.21;1.01;398;0;7.5;-40.6;73.2;50.5;Pass;No;;0.0;v2.1
SN-2024-0577;Afternoon;Nvidia;PCB-N-2024-B;Sharp;LCD-S-398;Cables-X;CBL-2023-088;Panasonic;Plast-Pro;CoolM-2;21.5;46.1;1014;20.4;36.7;1.0;12;184.7;0.195;Sold_01;250;252.2;6.39;3158;15.0;47.6;14.26;45.8;2.23;1.1;441;0;6.77;-58.1;73.1;49.52;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2024-0055;Morning;AMD;PCB-A-2023-B;Sharp;LCD-S-141;WireTech;CBL-2024-513;LG Chem;Plast-Pro;Arctic-5;23.5;44.5;992;19.7;37.5;0.97;12;167.4;0.154;Sold_01;250;250.9;3.89;2627;14.2;46.5;14.66;58.8;2.25;1.08;447;0;5.84;-52.4;72.6;49.62;Pass;No;;0.0;v2.1
SN-2024-0176;Afternoon;Intel;PCB-I-2024-C;Sharp;LCD-S-665;WireTech;CBL-2023-376;Panasonic;MoldMaster;Arctic-5;23.3;49.7;998;16.0;16.0;0.96;12;191.6;0.104;Sold_01;250;248.4;3.63;2053;11.1;52.2;12.3;55.3;2.35;1.08;383;0;8.99;-50.7;71.3;50.09;Pass;No;;0.0;v2.2
SN-2025-0233;Afternoon;Nvidia;PCB-N-2025-X;Sharp;LCD-S-534;Cables-X;CBL-2024-091;LG Chem;Plast-Pro;Arctic-5;24.5;41.9;992;21.8;20.5;1.2;12;159.3;0.159;Sold_02;250;254.9;4.71;4046;12.1;51.2;14.29;58.9;2.14;1.07;397;0;6.32;-52.8;72.3;49.5;Pass;No;;0.0;v2.1
SN-2025-0349;Afternoon;AMD;PCB-A-2024-B;Sharp;LCD-S-416;Cables-X;CBL-2024-685;LG Chem;MoldMaster;CoolM-2;21.9;60.8;1005;20.9;22.8;0.85;12;182.7;0.184;Sold_01;250;250.9;3.61;4224;12.3;54.4;14.92;47.9;2.16;1.08;439;0;5.66;-46.3;73.1;50.45;Pass;No;;0.0;v2.2
SN-2025-0119;Afternoon;Nvidia;PCB-N-2024-X;Sharp;LCD-S-700;Cables-X;CBL-2025-245;Panasonic;MoldMaster;CoolM-2;22.2;39.5;1030;7.2;20.7;1.01;12;189.5;0.088;Sold_02;250;252.4;2.74;4927;10.4;45.1;13.2;41.0;2.21;1.01;402;0;5.77;-42.4;74.6;49.71;Pass;No;;0.0;v2.1
SN-2024-0204;Afternoon;AMD;PCB-A-2024-B;LG;LCD-L-823;WireTech;CBL-2024-590;LG Chem;MoldMaster;Arctic-5;22.3;48.1;1021;18.6;22.6;1.15;12;172.2;0.198;Sold_01;250;250.8;3.55;766;13.8;47.1;12.28;46.9;2.15;1.09;443;0;6.84;-54.9;71.9;49.64;Pass;No;;0.0;v2.1
SN-2025-0212;Afternoon;Nvidia;PCB-N-2024-X;LG;LCD-L-991;FlexConnect;CBL-2024-332;Panasonic;MoldMaster;CoolM-2;24.2;57.8;1026;15.4;11.2;0.82;12;158.4;0.116;Sold_01;250;250.1;3.37;3232;14.3;53.4;14.66;46.5;2.39;1.04;363;0;7.06;-59.2;73.4;50.45;Pass;No;;0.0;v2.2
SN-2024-0351;Morning;Nvidia;PCB-N-2023-A;LG;LCD-L-853;Cables-X;CBL-2024-970;Panasonic;MoldMaster;Arctic-5;24.1;54.4;994;21.9;15.7;1.01;12;196.1;0.063;Sold_02;250;248.8;3.7;2828;12.5;54.4;14.13;48.5;2.2;1.05;418;2;5.45;-50.2;71.3;49.68;Pass;No;;0.0;v2.2
SN-2023-0207;Afternoon;Intel;PCB-I-2022-C;Sharp;LCD-S-665;Cables-X;CBL-2023-021;Panasonic;MoldMaster;CoolM-2;22.7;63.5;998;13.4;36.3;1.13;12;170.7;0.132;Sold_02;250;248.1;4.02;1795;10.1;45.9;12.58;43.1;2.12;1.04;440;1;5.17;-57.6;70.2;50.19;Pass;No;;0.0;v2.1
SN-2023-0393;Afternoon;Nvidia;PCB-N-2023-A;Sharp;LCD-S-760;Cables-X;CBL-2022-519;LG Chem;MoldMaster;Arctic-5;24.7;37.8;1017;5.8;19.3;0.85;12;170.6;0.139;Sold_01;250;251.2;3.16;1941;11.9;48.9;14.94;48.4;2.23;1.06;445;0;6.95;-46.5;72.4;50.01;Pass;No;;0.0;v2.2
SN-2024-0107;Afternoon;AMD;PCB-A-2024-B;LG;LCD-L-777;FlexConnect;CBL-2024-720;Panasonic;Plast-Pro;Arctic-5;25.1;35.1;995;13.7;37.5;0.92;12;150.4;0.133;Sold_02;250;249.4;3.11;3834;11.5;54.6;13.59;49.9;2.1;1.05;357;2;5.7;-46.5;72.8;50.16;Rework;No;;0.0;v2.2
SN-2024-0183;Afternoon;AMD;PCB-A-2023-A;Samsung;LCD-S-544;WireTech;CBL-2023-944;LG Chem;MoldMaster;CoolM-2;25.4;45.0;1002;16.7;14.6;1.13;12;191.1;0.057;Sold_02;250;250.6;3.37;407;13.3;53.6;12.23;41.8;2.34;1.08;409;0;9.42;-42.6;73.7;50.21;Pass;No;;0.0;v2.1
SN-2023-0398;Morning;Intel;PCB-I-2022-X;Sharp;LCD-S-816;WireTech;CBL-2022-657;Panasonic;MoldMaster;CoolM-2;21.5;57.0;997;23.4;36.6;0.95;12;151.8;0.133;Sold_02;250;253.1;2.63;2510;10.4;54.5;13.84;44.2;2.17;1.01;395;0;5.89;-42.7;70.8;49.8;Pass;No;;0.0;v2.1
SN-2024-0079;Afternoon;Nvidia;PCB-N-2024-Y;LG;LCD-L-293;WireTech;CBL-2024-904;Panasonic;Plast-Pro;CoolM-2;23.7;60.4;1026;20.6;10.6;0.88;12;157.4;0.195;Sold_01;250;250.1;3.9;1293;14.5;45.7;14.42;46.6;2.3;1.06;446;0;9.05;-56.3;70.6;49.7;Pass;No;;0.0;v2.1
SN-2025-0502;Morning;AMD;PCB-A-2024-C;Sharp;LCD-S-491;FlexConnect;CBL-2024-935;Panasonic;MoldMaster;Arctic-5;24.1;44.9;1010;19.0;11.1;1.05;12;173.1;0.077;Sold_02;250;252.0;4.57;1639;11.7;52.6;13.64;53.5;2.17;1.09;407;0;6.29;-58.0;73.0;50.08;Pass;No;;0.0;v2.2
SN-2024-0554;Afternoon;Intel;PCB-I-2023-X;LG;LCD-L-859;FlexConnect;CBL-2024-624;LG Chem;Plast-Pro;Arctic-5;22.3;63.8;1017;8.7;15.5;1.06;12;191.0;0.198;Sold_02;250;252.7;4.67;3792;10.1;51.9;12.69;48.3;2.31;1.03;409;0;7.18;-54.1;70.9;50.4;Pass;No;;0.0;v2.1
SN-2024-0341;Morning;AMD;PCB-A-2024-C;Samsung;LCD-S-555;Cables-X;CBL-2023-786;LG Chem;Plast-Pro;CoolM-2;25.5;54.3;1003;5.2;20.5;1.04;12;172.2;0.101;Sold_02;250;248.9;6.1;3609;10.1;54.9;13.71;47.0;2.31;1.01;387;0;6.39;-41.8;70.1;49.8;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2025-0427;Morning;Intel;PCB-I-2024-A;Samsung;LCD-S-180;FlexConnect;CBL-2025-252;Panasonic;MoldMaster;CoolM-2;23.9;36.1;1009;11.7;36.4;1.14;12;185.5;0.102;Sold_02;250;249.5;2.66;4091;13.1;45.8;13.94;55.5;2.23;1.03;442;0;6.01;-59.8;73.9;49.86;Pass;No;;0.0;v2.1
SN-2023-0643;Morning;Intel;PCB-I-2022-A;Samsung;LCD-S-323;WireTech;CBL-2023-782;Panasonic;Plast-Pro;Arctic-5;22.9;42.2;1012;19.7;24.0;0.8;12;190.9;0.163;Sold_01;250;250.0;3.54;710;10.6;46.5;14.56;52.4;2.3;1.01;365;0;5.5;-45.0;73.7;50.11;Pass;No;;0.0;v2.2
SN-2025-0554;Afternoon;AMD;PCB-A-2024-B;Sharp;LCD-S-904;WireTech;CBL-2025-662;Panasonic;MoldMaster;Arctic-5;25.3;37.3;1006;15.6;37.7;1.01;12;186.2;0.134;Sold_01;250;249.4;4.65;3279;10.0;52.7;12.98;43.1;2.4;1.01;383;0;5.04;-54.8;71.8;49.88;Pass;No;;0.0;v2.1
SN-2023-0613;Afternoon;Nvidia;PCB-N-2022-X;LG;LCD-L-237;Cables-X;CBL-2022-989;Panasonic;Plast-Pro;CoolM-2;25.4;56.5;1005;24.7;33.8;1.07;12;164.8;0.084;Sold_01;250;248.7;5.72;530;11.6;46.3;13.57;58.4;2.33;1.05;431;0;6.34;-45.7;71.6;49.56;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2025-0397;Afternoon;AMD;PCB-A-2025-X;Samsung;LCD-S-511;FlexConnect;CBL-2025-686;Panasonic;MoldMaster;CoolM-2;25.9;50.6;1000;19.6;34.7;1.06;12;187.9;0.153;Sold_01;250;254.9;3.97;3838;14.7;45.6;14.12;54.8;2.32;1.04;353;0;7.22;-56.5;70.5;49.51;Pass;No;;0.0;v2.1
SN-2024-0273;Morning;Intel;PCB-I-2024-B;LG;LCD-L-294;WireTech;CBL-2024-064;LG Chem;MoldMaster;Arctic-5;23.1;47.9;1008;20.0;28.2;1.15;12;155.1;0.197;Sold_01;250;248.5;3.29;1678;11.3;50.7;12.66;41.8;2.11;1.01;400;0;8.92;-44.7;73.5;50.15;Pass;No;;0.0;v2.2
SN-2025-0205;Afternoon;AMD;PCB-A-2025-X;Sharp;LCD-S-481;WireTech;CBL-2025-259;Panasonic;MoldMaster;CoolM-2;22.7;58.9;1008;16.2;26.7;0.91;12;150.6;0.124;Sold_01;250;248.9;3.39;3754;10.3;45.4;14.84;46.9;2.14;1.0;423;0;7.05;-42.2;72.1;50.36;Pass;No;;0.0;v2.1
SN-2024-0038;Afternoon;AMD;PCB-A-2023-Y;LG;LCD-L-341;WireTech;CBL-2023-203;Panasonic;MoldMaster;Arctic-5;21.3;53.3;1001;11.5;23.8;1.14;12;168.0;0.111;Sold_01;250;252.6;4.41;4896;13.9;53.9;14.46;42.4;2.17;1.06;362;0;7.57;-41.7;71.9;50.25;Pass;No;;0.0;v2.2
